Name,Genre,Publisher,Year,Global_Sales,Decade,FranchiseTag
detective opera milky holmes 2,adventure,bushiroad,2012,0.03,2010,1
deus ex,roleplaying,eidos interactive,2000,0.01,2000,0
deus ex human revolution,shooter,square enix,2011,3.4899999999999998,2010,0
deus ex invisible war,shooter,eidos interactive,2003,0.33,2000,0
deus ex mankind divided,roleplaying,square enix,2016,0.5,2010,0
deus ex the conspiracy,action,eidos interactive,2002,0.21,2000,0
devil dice,puzzle,thq,1998,1.26,1990,0
devil kings,action,capcom,2005,0.25,2000,0
devil may cry,action,capcom,2001,2.99,2000,0
devil may cry 2,action,capcom,2003,1.97,2000,1
devil may cry 3 dantes awakening,action,capcom,2005,2.09,2000,1
devil may cry 3 dantes awakening special edition,action,capcom,2006,2.21,2000,1
devil may cry 4,action,capcom,2008,3.0700000000000003,2000,1
devil may cry hd collection,action,capcom,2012,1.28,2010,0
devil survivor over clock,strategy,atlus,2015,0.02,2010,0
devils third,action,nintendo,2015,0.06,2010,0
dewys adventure,platform,konami digital entertainment,2007,0.16,2000,0
dexters lab chess challenge,misc,bam entertainment,2002,0.2,2000,0
dexters laboratory deesaster strikes,adventure,bam entertainment,2001,0.41,2000,0
dgrayman kami no shitotachi,adventure,konami digital entertainment,2007,0.05,2000,0
dgrayman sousha no shikaku,adventure,konami digital entertainment,2008,0.02,2000,0
diablo,roleplaying,activision,1996,2.17,1990,0
diablo ii,roleplaying,havas interactive,2000,0.13,2000,1
diablo ii lord of destruction,roleplaying,vivendi games,2001,1.06,2000,1
diablo iii,roleplaying,activision,2012,11.08,2010,1
diabolik lovers,adventure,idea factory,2012,0.05,2010,0
diabolik lovers dark fate,action,idea factory,2015,0.03,2010,0
diabolik lovers lunatic parade,adventure,idea factory,2016,0.03,2010,0
diabolik lovers more blood,adventure,idea factory,2013,0.05,2010,0
diabolik lovers vandead carnival,action,idea factory,2014,0.02,2010,0
diary girl,misc,konami digital entertainment,2008,0.01,2000,0
dice dna integrated cybernetic enterprises,shooter,namco bandai games,2005,0.03,2000,0
diddy kong racing,racing,nintendo,1997,4.88,1990,0
diddy kong racing ds,racing,nintendo,2007,1.24,2000,0
die hard trilogy,shooter,fox interactive,1996,1.54,1990,0
die hard trilogy 2 viva las vegas,action,fox interactive,1999,0.49,1990,1
die hard vendetta,shooter,nda productions,2002,0.12,2000,0
diegos build  rescue,action,taketwo interactive,2010,0.08,2010,0
dies irae amantes amentes,action,views,2012,0.02,2010,0
dig dug,puzzle,atari,1982,2.05,1980,0
dig dug digging strike,puzzle,atari,2005,0.06,2000,0
digata defenders,roleplaying,game factory,2008,0.06,2000,0
digger simulator,simulation,excalibur publishing,2011,0.01,2010,0
digging for dinosaurs,action,scholastic inc,2010,0.37,2010,0
digimon adventure,roleplaying,namco bandai games,2013,0.1,2010,0
digimon adventure anode tamer,roleplaying,namco bandai games,1999,0.28,1990,0
digimon allstar rumble,fighting,namco bandai games,2014,0.16,2010,0
digimon battle spirit 2,fighting,namco bandai games,2003,0.15,2000,1
digimon digital card battle,strategy,namco bandai games,1999,0.11,1990,0
digimon racing,racing,namco bandai games,2004,0.13,2000,0
digimon rumble arena,fighting,namco bandai games,2001,0.02,2000,0
digimon rumble arena 2,fighting,atari,2004,0.15,2000,1
digimon story cyber sleuth,roleplaying,namco bandai games,2015,0.28,2010,0
digimon story lost evolution,roleplaying,namco bandai games,2010,0.1,2010,0
digimon story super xros wars bluered,roleplaying,namco bandai games,2011,0.1,2010,0
digimon world,roleplaying,namco bandai games,1999,1.3,1990,0
digimon world 2,roleplaying,namco bandai games,2000,0.58,2000,1
digimon world 4,roleplaying,atari,2005,0.27,2000,1
digimon world championship,roleplaying,namco bandai games,2008,0.07,2000,0
digimon world data squad,roleplaying,namco bandai games,2006,0.24,2000,0
digimon world dawn  dusk,roleplaying,namco bandai games,2007,0.33,2000,0
digimon world ds,roleplaying,namco bandai games,2006,0.11,2000,0
digimon world ds jp sales,roleplaying,namco bandai games,2006,0.23,2000,0
digimon world next order,action,namco bandai games,2016,0.09,2010,0
digimon world redigitize,action,namco bandai games,2012,0.22,2010,0
digimon world redigitize decode,roleplaying,namco bandai games,2013,0.09,2010,0
diner dash flo on the go,puzzle,zoo games,2009,0.14,2000,0
diner dash sizzle  serve,puzzle,eidos interactive,2007,0.52,2000,0
dino crisis,action,capcom,1998,2.41,1990,0
dino crisis 2,action,virgin interactive,2000,1.21,2000,1
dino crisis 3,action,capcom,2003,0.14,2000,1
dino dinis kick off revival,sports,avanquest,2016,0.02,2010,0
dino master dig discover duel,strategy,majesco entertainment,2005,0.07,2000,0
dino pets,simulation,avanquest,2009,0.06,2000,0
dino stalker,shooter,capcom,2002,0.22,2000,0
dinosaur king,strategy,sega,2007,0.23,2000,0
dinotopia the sunstone odyssey,action,tdk mediactive,2003,0.01,2000,0
dinotopia the timestone pirates,action,tdk core,2002,0.19,2000,0
dirge of cerberus final fantasy vii,shooter,square enix,2006,1.48,2000,0
dirt,racing,codemasters,2007,1.95,2000,0
dirt 2,racing,codemasters,2009,2.7,2000,1
dirt 3,racing,codemasters,2011,1.97,2010,1
dirt rally,racing,codemasters,2016,0.46,2010,0
dirt showdown,racing,codemasters,2012,0.43,2010,0
disaster day of crisis,action,nintendo,2008,0.08,2000,0
disaster report,action,agetec,2002,0.21,2000,0
disciples iii renaissance,strategy,kalypso media,2010,0.02,2010,1
discovery kids dolphin discovery,simulation,505 games,2008,0.22,2000,0
discovery kids kitten corner,simulation,505 games,2009,0.45,2000,0
discovery kids parrot pals,simulation,505 games,2009,0.07,2000,0
discovery kids pony paradise,simulation,505 games,2009,0.2,2000,0
discovery kids puppy playtime,simulation,505 games,2009,0.33,2000,0
discovery kids snake safari,simulation,505 games,2009,0.02,2000,0
discovery kids spider quest,misc,505 games,2009,0.08,2000,0
discworld,adventure,psygnosis,1994,0.06,1990,0
discworld ii mortality bytes,adventure,psygnosis,1996,0.02,1990,1
disgaea 2 cursed memories,roleplaying,tecmo koei,2006,0.33,2000,1
disgaea 2 dark hero days,roleplaying,nippon ichi software,2009,0.25,2000,1
disgaea 3 absence of justice,roleplaying,square enix,2008,0.51,2000,1
disgaea 4 a promise unforgotten,roleplaying,nippon ichi software,2011,0.76,2010,1
disgaea 5 alliance of vengeance,roleplaying,nippon ichi software,2015,0.27,2010,1
disgaea afternoon of darkness,roleplaying,tecmo koei,2006,0.23,2000,0
disgaea d2 a brighter darkness,roleplaying,nippon ichi software,2013,0.21,2010,0
disgaea ds,roleplaying,square enix,2008,0.19,2000,0
disgaea hour of darkness,roleplaying,tecmo koei,2003,0.33,2000,0
disgaea infinite,adventure,nippon ichi software,2010,0.08,2010,0
dishonored,action,bethesda softworks,2012,4.3,2010,0
disney art academy,action,nintendo,2016,0.09,2010,0
disney channel all star party,misc,disney interactive studios,2010,0.29,2010,0
disney channel collection vol 1,misc,unknown,2004,0.11,2000,0
disney fairies tinker bell,adventure,disney interactive studios,2008,1.54,2000,0
disney fairies tinker bell and the great fairy rescue,adventure,disney interactive studios,2010,0.35,2010,0
disney fairies tinker bell and the lost treasure,adventure,disney interactive studios,2009,1.04,2000,0
disney friends,simulation,disney interactive studios,2007,0.18,2000,0
disney golf,sports,electronic arts,2002,0.17,2000,0
disney guilty party,misc,disney interactive studios,2010,0.46,2010,0
disney infinity,action,disney interactive studios,2013,5.12,2010,0
disney infinity 20 marvel super heroes,action,disney interactive studios,2014,3.95,2010,0
disney infinity 30,action,disney interactive studios,2015,2.34,2010,0
disney magic world 2,action,nintendo,2015,0.19,2010,1
disney magical world,adventure,nintendo,2013,0.92,2010,0
disney planes fire  rescue,action,disney interactive studios,2014,0.19,2010,0
disney princess,platform,thq,2003,1.47,2000,0
disney princess enchanted journey,adventure,disney interactive studios,2007,1.6099999999999999,2000,0
disney princess enchanting storybooks,misc,thq,2011,0.54,2010,0
disney princess magical jewels,adventure,disney interactive studios,2007,1.47,2000,0
disney sing it,misc,disney interactive studios,2008,2.51,2000,0
disney sing it family hits,misc,disney interactive studios,2010,0.78,2010,0
disney sing it high school musical 3 senior year,misc,disney interactive studios,2008,1.55,2000,1
disney sing it party hits,misc,disney interactive studios,2010,0.77,2010,0
disney sing it pop hits,misc,disney interactive studios,2009,2.09,2000,0
disney sports basketball,sports,konami digital entertainment,2002,0.02,2000,0
disney sports football,sports,unknown,2002,0.04,2000,0
disney sports skateboarding,sports,konami digital entertainment,2002,0.13,2000,0
disney sports soccer,sports,konami digital entertainment,2002,0.06,2000,0
disney stitch jam,misc,disney interactive studios,2009,0.24,2000,0
disney tangled,action,disney interactive studios,2010,1.73,2010,0
disney thnk fast the ultimate trivia showdown,misc,disney interactive studios,2008,0.78,2000,0
disney universe,action,disney interactive studios,2011,2.27,2010,0
disneys 102 dalmatians puppies to the rescue,platform,eidos interactive,2000,0.62,2000,0
disneys a christmas carol,adventure,disney interactive studios,2009,0.25,2000,0
disneys aladdin,platform,capcom,1993,1.78,1990,0
disneys aladdin in nasiras revenge,action,sony computer entertainment,2000,0.09,2000,0
disneys american dragon jake long attack of the dark dragon,action,disney interactive studios,2006,0.16,2000,0
disneys atlantis the lost empire,platform,sony computer entertainment,2001,0.29000000000000004,2000,0
disneys brother bear,action,thq,2003,0.39,2000,0
disneys chicken little,platform,disney interactive studios,2005,1.76,2000,0
disneys chicken little ace in action,shooter,disney interactive studios,2006,0.06,2000,0
disneys chip n dale rescue rangers,platform,capcom,1990,1.19,1990,0
disneys donald duck advance,platform,ubisoft,2001,0.07,2000,0
disneys donald duck goin quackers,platform,ubisoft,2000,0.37,2000,0
disneys ducktales,platform,capcom,1989,3.0999999999999996,1980,0
disneys extreme skate adventure,sports,activision,2003,0.8300000000000001,2000,0
disneys hercules  disneys the jungle book groove party  a bugs life,misc,sony computer entertainment,2003,0.4,2000,0
disneys hide  sneak,action,capcom,2003,0.03,2000,0
disneys home on the range,action,disney interactive studios,2004,0.17,2000,0
disneys kim possible 2 drakkens demise,platform,disney interactive studios,2004,0.66,2000,1
disneys kim possible 3 team possible,platform,disney interactive studios,2005,0.46,2000,1
disneys kim possible global gemini,platform,disney interactive studios,2007,0.06,2000,0
disneys kim possible kimmunicator,platform,disney interactive studios,2005,0.13,2000,0
disneys kim possible revenge of monkey fist,platform,thq,2002,0.51,2000,0
disneys lilo  stitch,platform,ubisoft,2002,1.08,2000,0
disneys magical mirror starring mickey mouse,adventure,nintendo,2002,0.19,2000,0
disneys magical quest 2 starring mickey and minnie,action,capcom,2003,0.06,2000,1
disneys magical quest 3 starring mickey and donald,action,capcom,2003,0.02,2000,1
disneys magical quest starring mickey and minnie,action,nintendo,2002,0.22,2000,0
disneys meet the robinsons,action,disney interactive studios,2007,0.33,2000,0
disneys party,misc,hudson entertainment,2003,0.12000000000000001,2000,0
disneys peter pan return to never land,platform,ubisoft,2002,0.11,2000,0
disneys pk out of the shadows,platform,ubisoft,2002,0.16999999999999998,2000,0
disneys planes,simulation,disney interactive studios,2013,0.7,2010,0
disneys stitch experiment 626,action,sony computer entertainment,2002,0.31,2000,0
disneys story studio disneys mulan,misc,sony computer entertainment,1999,0.15,1990,0
disneys tarzan,platform,activision,2000,0.2,2000,0
disneys tarzan  disneys aladdin in nasiras revenge  disneys the emperors new groove action game,misc,sony computer entertainment,2003,1.23,2000,0
disneys tarzan return to the jungle,action,activision,2002,0.35,2000,0
disneys tarzan untamed,platform,ubisoft,2001,0.59,2000,0
disneys the emperors new groove,platform,sony computer entertainment,2000,0.31,2000,0
disneys the haunted mansion,platform,taketwo interactive,2003,0.55,2000,0
disneys the jungle book,platform,ubisoft,2002,0.1,2000,0
disneys the lion king,platform,virgin interactive,1994,3.2,1990,0
disneys the lion king simbas mighty adventure,action,activision,2000,0.15,2000,0
disneys the little mermaid ariels undersea adventure,action,disney interactive studios,2006,0.81,2000,0
disneys treasure planet,action,sony computer entertainment,2002,0.6100000000000001,2000,0
disneys winnie the poohs rumbly tumbly adventure,platform,ubisoft,2005,0.33,2000,0
disruptor,shooter,interplay,1995,0.13,1990,0
dissidia 012 duodecim final fantasy,fighting,square enix,2011,0.89,2010,0
dissidia final fantasy,fighting,square enix,2008,2.25,2000,0
dissidia final fantasy universal tuning,fighting,square enix,2009,0.06,2000,0
diva girls divas on ice,sports,505 games,2009,0.14,2000,0
divinity ii ego draconis,roleplaying,dtp entertainment,2009,0.32,2000,1
divinity ii flames of vengeance,roleplaying,dtp entertainment,2010,0.03,2010,1
divinity ii the dragon knight saga,roleplaying,focus home interactive,2010,0.14,2010,1
divinity original sin,roleplaying,focus home interactive,2015,0.36000000000000004,2010,0
dj hero,misc,activision,2009,3.06,2000,0
dj hero 2,misc,activision,2010,2.2,2010,1
dj max fever,misc,pm studios,2009,0.1,2000,0
dj max portable 3,misc,cyberfront,2010,0.03,2010,1
dj max technika tune,misc,cyberfront,2012,0.01,2010,0
dj star,misc,deep silver,2009,0.02,2000,0
dk king of swing,platform,nintendo,2005,0.24,2000,0
dmc devil may cry,action,capcom,2013,1.69,2010,0
doa 2 dead or alive 2 hardcore,fighting,tecmo koei,2000,0.11,2000,1
doctor lautrec and the forgotten knights,adventure,konami digital entertainment,2011,0.16,2010,0
doctor who evacuation earth,adventure,asylum entertainment,2010,0.16,2010,0
doctor who return to earth,adventure,asylum entertainment,2010,0.19,2010,0
dodge racing charger vs challenger,racing,zushi games,2009,0.15,2000,0
dodonpachi daifukkatsu black label,shooter,cave,2011,0.01,2010,0
dodonpachi daioujou black label extra,shooter,5pb,2009,0.02,2000,0
dodonpachi resurrection,shooter,rising star games,2010,0.05,2010,0
dodonpachi saidaioujou,shooter,cave,2013,0.01,2010,0
dogs life,adventure,sony computer entertainment,2003,0.42,2000,0
dogz,simulation,ubisoft,2004,1.2,2000,0
dokapon journey,roleplaying,sting,2008,0.05,2000,0
dokapon kingdom,roleplaying,sting,2008,0.24,2000,0
doki doki precure narikiri life,action,namco bandai games,2013,0.04,2010,0
doki majo plus,adventure,snk playmore,2009,0.02,2000,0
doki oki,adventure,banpresto,1995,0.03,1990,0
dokidoki majo shinpan,adventure,snk playmore,2007,0.05,2000,0
dokidoki majo shinpan 2,adventure,snk playmore,2008,0.03,2000,1
dokidoki universe,adventure,sony computer entertainment,2013,0.06,2010,0
doko demo issho,misc,sony computer entertainment,2004,0.1,2000,0
doko demo issho lets gakkou,misc,sony computer entertainment,2006,0.04,2000,0
doko demo issyo,misc,sony computer entertainment,1999,1.07,1990,0
dokonjou shougakussei bon bita  hadaka no choujou ketsusen bita vs dokuro dei,action,namco bandai games,2010,0.04,2010,0
dokuro,action,gungho,2012,0.01,2010,0
dokusui dokidoki suikoden,roleplaying,irem software engineering,2011,0.01,2010,0
dollar dash,action,taketwo interactive,2005,1.6,2000,0
dolly kanon dokidoki tokimeki himitsu no ongaku katsudou start desu,adventure,happinet,2014,0.04,2010,0
dolphin,action,activision,1983,0.29,1980,0
domino rally,action,nordcurrent,2007,0.05,2000,0
don bradman cricket 14,sports,tru blu entertainment,2015,0.19,2010,0
don king boxing,sports,taketwo interactive,2009,0.35000000000000003,2000,0
don king presents prizefighter,sports,taketwo interactive,2008,0.25,2000,0
donkey kong,platform,nintendo,1994,5.66,1990,0
donkey kong 64,platform,nintendo,1999,5.27,1990,0
donkey kong barrel blast,racing,nintendo,2007,0.64,2000,0
donkey kong classics,platform,nintendo,1988,1.56,1980,0
donkey kong country,platform,nintendo,1994,13.530000000000001,1990,0
