Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,FranchiseTag,Total_Regional_Sales,Sales_Ratio
5163,the chronicles of narnia prince caspian,wii,2008,action,disney interactive studios,0.31,0.02,0.0,0.03,0.36,2000,0,0.36,1.0
5165,dreamworks madagascar kartz,ds,2009,racing,activision,0.25,0.08,0.0,0.03,0.36,2000,0,0.36,1.0
5166,my horse  me,ds,2007,sports,atari,0.33,0.0,0.0,0.03,0.36,2000,0,0.36,1.0
5167,goldeneye rogue agent,gc,2004,shooter,electronic arts,0.28,0.07,0.0,0.01,0.36,2000,0,0.36000000000000004,1.0
5168,zero4 champ rr,snes,1994,sports,media rings,0.0,0.0,0.36,0.0,0.36,1990,0,0.36,1.0
5169,dragon ball z infinite world,ps2,2008,fighting,namco bandai games,0.08,0.06,0.21,0.02,0.36,2000,0,0.37,0.97
5170,nonomura byoin no hitobito,sat,1996,adventure,elf,0.0,0.0,0.36,0.0,0.36,1990,0,0.36,1.0
5171,tom clancys hawx 2,x360,2010,action,ubisoft,0.24,0.09,0.01,0.03,0.36,2010,1,0.37,0.97
5172,espn x games skateboarding,ps2,2001,sports,konami digital entertainment,0.18,0.14,0.0,0.05,0.36,2000,0,0.37,0.97
5174,resident evil zero,ps4,2016,action,capcom,0.09,0.17,0.05,0.05,0.36,2010,0,0.36,1.0
5175,super fire prowrestling special,snes,1994,fighting,human entertainment,0.0,0.0,0.36,0.0,0.36,1990,0,0.36,1.0
5176,yuu yuu hakusho,snes,1993,fighting,namco bandai games,0.0,0.0,0.36,0.0,0.36,1990,0,0.36,1.0
5177,kamaitachi no yoru 2,ps2,2002,adventure,chunsoft,0.0,0.0,0.36,0.0,0.36,2000,1,0.36,1.0
5178,high heat major league baseball 2004,ps2,2003,sports,3do,0.18,0.14,0.0,0.05,0.36,2000,0,0.37,0.97
5179,robots,ps2,2005,action,vivendi games,0.18,0.14,0.0,0.05,0.36,2000,0,0.37,0.97
5180,narc,ps2,2005,shooter,midway games,0.18,0.14,0.0,0.05,0.36,2000,0,0.37,0.97
5181,one piece gigant battle,ds,2010,fighting,namco bandai games,0.0,0.0,0.36,0.0,0.36,2010,0,0.36,1.0
5182,valkyrie profile lenneth,psp,2006,roleplaying,square enix,0.17,0.01,0.16,0.02,0.36,2000,0,0.36000000000000004,1.0
5183,tiger woods pga tour 09,psp,2008,sports,electronic arts,0.07,0.19,0.0,0.1,0.36,2000,0,0.36,1.0
5184,metro last light,x360,2013,action,deep silver,0.17,0.16,0.0,0.03,0.36,2010,0,0.36,1.0
5185,tiger woods pga tour 14,x360,2013,sports,electronic arts,0.21,0.13,0.0,0.03,0.36,2010,0,0.37,0.97
5186,locoroco 2,psp,2008,platform,sony computer entertainment,0.21,0.09,0.01,0.05,0.36,2000,1,0.36,1.0
5187,monster rancher 3,ps2,2001,simulation,tecmo koei,0.11,0.09,0.14,0.03,0.36,2000,1,0.37,0.97
5188,the incredibles rise of the underminer,ps2,2005,action,thq,0.18,0.14,0.0,0.05,0.36,2000,0,0.37,0.97
5189,spiderman shattered dimensions,x360,2010,action,activision,0.24,0.09,0.0,0.03,0.36,2010,0,0.36,1.0
5190,blazblue calamity trigger,x360,2009,fighting,pqube,0.21,0.08,0.04,0.03,0.36,2000,0,0.36,1.0
5191,mechwarrior 2 31st century combat,ps,1997,simulation,activision,0.2,0.14,0.0,0.02,0.36,1990,1,0.36000000000000004,1.0
5192,earth defense force 2025,ps3,2013,shooter,d3publisher,0.04,0.03,0.27,0.02,0.36,2010,0,0.36000000000000004,1.0
5193,hamtaro hamham heartbreak,gba,2002,action,nintendo,0.26,0.1,0.0,0.01,0.36,2000,0,0.37,0.97
5194,okage shadow king,ps2,2001,roleplaying,sony computer entertainment,0.14,0.11,0.08,0.04,0.36,2000,0,0.37,0.97
5195,press your luck 2010 edition,wii,2009,misc,ubisoft,0.33,0.0,0.0,0.03,0.36,2000,0,0.36,1.0
5196,mobile suit zgundam,ps,1997,action,namco bandai games,0.0,0.0,0.34,0.02,0.36,1990,0,0.36000000000000004,1.0
5199,speed racer the videogame,ds,2008,racing,warner bros interactive entertainment,0.29,0.05,0.0,0.03,0.36,2000,0,0.37,0.97
5200,nhl 2k10,wii,2009,sports,taketwo interactive,0.33,0.01,0.0,0.03,0.36,2000,0,0.37,0.97
5201,assassins creed iii,wiiu,2012,action,ubisoft,0.19,0.13,0.0,0.03,0.36,2010,1,0.35,1.03
5202,kirbys dream land 3,snes,1997,platform,nintendo,0.0,0.0,0.36,0.0,0.36,1990,1,0.36,1.0
5203,big bass world championship,ps,1997,sports,starfish,0.2,0.14,0.0,0.02,0.36,1990,0,0.36000000000000004,1.0
5204,nfl gameday 2001,ps2,2000,sports,sony computer entertainment,0.18,0.14,0.0,0.05,0.36,2000,0,0.37,0.97
5205,nba 2k6,xb,2005,action,taketwo interactive,0.27,0.08,0.0,0.01,0.36,2000,0,0.36000000000000004,1.0
5206,jurassic park,nes,1993,action,ocean,0.25,0.1,0.0,0.01,0.36,1990,0,0.36,1.0
5207,mystical ninja starring goemon,n64,1997,action,konami digital entertainment,0.07,0.02,0.23,0.04,0.36,1990,0,0.36,1.0
5208,tetrisphere,n64,1997,puzzle,nintendo,0.29,0.06,0.0,0.0,0.36,1990,0,0.35,1.03
5209,sabans power rangers lightspeed rescue,n64,2000,action,thq,0.29,0.06,0.0,0.0,0.36,2000,0,0.35,1.03
5210,senran kagura shinovi versus shjotachi no shmei,psv,2013,fighting,marvelous entertainment,0.13,0.02,0.16,0.05,0.36,2010,0,0.36,1.0
5211,north american hunting extravaganza,wii,2008,sports,zushi games,0.33,0.0,0.0,0.03,0.36,2000,0,0.36,1.0
5212,worlds scariest police chases,ps,2001,racing,activision,0.2,0.14,0.0,0.02,0.36,2000,0,0.36000000000000004,1.0
5213,guitar hero smash hits,ps3,2009,misc,activision,0.2,0.11,0.0,0.05,0.36,2000,0,0.36,1.0
5214,shaun palmers pro snowboarder,gba,2001,sports,activision,0.26,0.1,0.0,0.01,0.36,2000,0,0.37,0.97
5215,amf bowling world lanes,wii,2008,sports,bethesda softworks,0.33,0.0,0.0,0.03,0.36,2000,0,0.36,1.0
5216,mechassault 2 lone wolf,xb,2004,simulation,microsoft game studios,0.27,0.08,0.0,0.01,0.36,2000,1,0.36000000000000004,1.0
5217,middleearth shadow of mordor,pc,2014,action,warner bros interactive entertainment,0.12,0.2,0.0,0.04,0.36,2010,0,0.36,1.0
5218,hamster club 3,gba,2002,simulation,jorudan,0.0,0.0,0.35,0.01,0.36,2000,1,0.36,1.0
5219,breath of fire ii,snes,1994,roleplaying,laguna,0.0,0.0,0.36,0.0,0.36,1990,1,0.36,1.0
5220,call of duty ghosts,wiiu,2013,shooter,activision,0.23,0.09,0.01,0.03,0.36,2010,0,0.36,1.0
5221,lego racers,ps,1999,racing,lego media,0.2,0.14,0.0,0.02,0.36,1990,0,0.36000000000000004,1.0
5222,nba 2k12,wii,2011,sports,taketwo interactive,0.3,0.03,0.0,0.02,0.36,2010,0,0.35,1.03
5223,teenage mutant ninja turtles smashup,wii,2009,fighting,ubisoft,0.33,0.0,0.0,0.03,0.36,2000,0,0.36,1.0
5224,kinectimals now with bears,x360,2011,misc,microsoft game studios,0.27,0.06,0.0,0.03,0.36,2010,0,0.36,1.0
5225,espn nfl football,xb,2003,sports,sega,0.27,0.08,0.0,0.01,0.36,2000,0,0.36000000000000004,1.0
5226,atvmonster truck mayhem,ds,2007,racing,destination software inc,0.33,0.0,0.0,0.02,0.36,2000,0,0.35000000000000003,1.03
5227,naruto ultimate ninja 3 jp sales,ps2,2005,fighting,atari,0.0,0.0,0.36,0.0,0.36,2000,1,0.36,1.0
5228,just dance 2016,x360,2015,misc,ubisoft,0.23,0.1,0.0,0.03,0.36,2010,0,0.36,1.0
5229,worms open warfare 2,ds,2007,strategy,thq,0.07,0.25,0.0,0.04,0.36,2000,1,0.36,1.0
5230,rapala pro fishing,ps2,2004,sports,zoo digital publishing,0.18,0.14,0.0,0.05,0.36,2000,0,0.37,0.97
5231,jleague pro soccer club o tsukurou 04,ps2,2004,sports,sega,0.0,0.0,0.36,0.0,0.36,2000,0,0.36,1.0
5232,dark void,ps3,2010,action,capcom,0.18,0.12,0.0,0.06,0.36,2010,0,0.36,1.0
5233,james bond 007 legends,ps3,2012,shooter,activision,0.11,0.17,0.0,0.07,0.36,2010,0,0.35000000000000003,1.03
5234,dai2ji super robot taisen z saiseihen,psp,2012,strategy,namco bandai games,0.0,0.0,0.36,0.0,0.36,2010,0,0.36,1.0
5235,wwe 12,wii,2011,fighting,thq,0.24,0.09,0.0,0.03,0.36,2010,0,0.36,1.0
5236,disneys the haunted mansion,ps2,2003,platform,taketwo interactive,0.18,0.14,0.0,0.05,0.36,2000,0,0.37,0.97
5237,arc the lad twilight of the spirits,ps2,2003,roleplaying,sony computer entertainment,0.18,0.14,0.0,0.05,0.36,2000,0,0.37,0.97
5238,dance dance revolution 3rdmix,ps,2000,simulation,konami digital entertainment,0.0,0.0,0.33,0.02,0.36,2000,0,0.35000000000000003,1.03
5239,ryu ga gotoku kenzan,ps3,2008,adventure,sega,0.0,0.0,0.36,0.0,0.36,2000,0,0.36,1.0
5240,using,wii,2009,misc,mindscape,0.0,0.32,0.0,0.03,0.36,2000,0,0.35,1.03
5241,super robot taisen a,gba,2001,strategy,banpresto,0.0,0.0,0.35,0.01,0.36,2000,0,0.36,1.0
5243,chicken shoot,wii,2007,action,zoo digital publishing,0.33,0.01,0.0,0.02,0.36,2000,0,0.36000000000000004,1.0
5244,company of heroes 2,pc,2013,strategy,thq,0.06,0.25,0.0,0.05,0.36,2010,1,0.36,1.0
5245,defiance,ps3,2013,shooter,trion worlds,0.19,0.11,0.0,0.05,0.36,2010,0,0.35,1.03
5246,we sing deutsche hits,wii,2011,misc,nordic games,0.0,0.31,0.0,0.05,0.36,2010,0,0.36,1.0
5247,boxers road,ps,1995,fighting,new,0.0,0.0,0.33,0.02,0.36,1990,0,0.35000000000000003,1.03
5248,frogs and flies,2600,1981,action,mattel interactive,0.33,0.02,0.0,0.0,0.36,1980,0,0.35000000000000003,1.03
5249,dancedancerevolution,wii,2010,simulation,konami digital entertainment,0.29,0.04,0.0,0.02,0.36,2010,0,0.35,1.03
5250,harry potter and the chamber of secrets,xb,2002,action,electronic arts,0.27,0.08,0.0,0.01,0.36,2000,0,0.36000000000000004,1.0
5251,ea sports mma,x360,2010,fighting,electronic arts,0.23,0.1,0.0,0.03,0.36,2010,0,0.36,1.0
5252,toriko gourmet survival,psp,2011,roleplaying,namco bandai games,0.0,0.0,0.36,0.0,0.36,2010,0,0.36,1.0
5253,south park rally,ps,1998,racing,acclaim entertainment,0.2,0.13,0.0,0.02,0.36,1990,0,0.35000000000000003,1.03
5254,ganbare goemon 3 shishi jyuurokubei no karakuri manji katame,snes,1994,platform,konami digital entertainment,0.0,0.0,0.36,0.0,0.36,1990,1,0.36,1.0
5255,monopoly,ps3,2008,misc,electronic arts,0.25,0.06,0.0,0.04,0.36,2000,0,0.35,1.03
5256,mega man zero collection,ds,2010,platform,capcom,0.21,0.02,0.11,0.02,0.36,2010,0,0.36,1.0
5257,arctic thunder,ps2,2001,racing,midway games,0.17,0.14,0.0,0.05,0.36,2000,0,0.36000000000000004,1.0
5258,gforce,psp,2009,action,electronic arts,0.24,0.07,0.0,0.05,0.36,2000,0,0.36,1.0
5259,nhl 2k10,ps2,2009,sports,taketwo interactive,0.17,0.14,0.0,0.05,0.36,2000,0,0.36000000000000004,1.0
5260,football manager handheld 2010,psp,2009,sports,sega,0.0,0.26,0.0,0.09,0.36,2000,0,0.35,1.03
5261,jleague pro soccer club o tsukurou,dc,1999,sports,sega,0.0,0.0,0.36,0.0,0.36,1990,0,0.36,1.0
5262,wonder pets save the animals,ds,2008,adventure,taketwo interactive,0.33,0.0,0.0,0.02,0.36,2000,0,0.35000000000000003,1.03
5263,formula 1 championship edition,ps,1997,racing,psygnosis,0.06,0.04,0.23,0.02,0.36,1990,0,0.35000000000000003,1.03
5264,shrek,xb,2001,platform,tdk mediactive,0.25,0.1,0.0,0.01,0.36,2000,0,0.36,1.0
5265,csi deadly intent  the hidden cases,ds,2009,adventure,ubisoft,0.16,0.16,0.0,0.04,0.35,2000,0,0.36,0.97
5266,socom tactical strike,psp,2007,shooter,sony computer entertainment,0.32,0.01,0.0,0.03,0.35,2000,0,0.36,0.97
5267,blasto,ps,1998,action,sony computer entertainment,0.2,0.13,0.0,0.02,0.35,1990,0,0.35000000000000003,1.0
5268,trauma center second opinion,wii,2006,simulation,nintendo,0.28,0.02,0.03,0.03,0.35,2000,0,0.3600000000000001,0.97
5269,backyard baseball 2006,gba,2005,sports,atari,0.25,0.09,0.0,0.01,0.35,2000,0,0.35,1.0
5270,dark souls iii,xone,2016,roleplaying,namco bandai games,0.23,0.09,0.0,0.03,0.35,2010,1,0.35,1.0
5271,cabelas outdoor adventures 2006,ps2,2005,sports,zoo digital publishing,0.17,0.14,0.0,0.05,0.35,2000,0,0.36000000000000004,0.97
5272,nicktoons unite,gc,2005,adventure,thq,0.27,0.07,0.0,0.01,0.35,2000,0,0.35000000000000003,1.0
5273,suikoden v,ps2,2006,roleplaying,konami digital entertainment,0.08,0.06,0.19,0.02,0.35,2000,1,0.35000000000000003,1.0
5274,picross 2,gb,1996,puzzle,nintendo,0.0,0.0,0.35,0.0,0.35,1990,1,0.35,1.0
5275,remember me,ps3,2013,action,capcom,0.1,0.18,0.0,0.07,0.35,2010,0,0.35000000000000003,1.0
5276,battalion wars 2,wii,2007,strategy,nintendo,0.22,0.03,0.08,0.02,0.35,2000,1,0.35000000000000003,1.0
5277,outlaw golf 2,ps2,2004,sports,global star,0.17,0.14,0.0,0.05,0.35,2000,1,0.36000000000000004,0.97
5278,spongebobs boating bash,wii,2010,misc,thq,0.25,0.07,0.0,0.03,0.35,2010,0,0.35,1.0
5279,sentouchu densetsu no shinobi to survival battle,3ds,2013,action,namco bandai games,0.0,0.0,0.35,0.0,0.35,2010,0,0.35,1.0
5280,vancouver 2010  the official video game of the olympic winter games,ps3,2010,sports,sega,0.09,0.2,0.0,0.07,0.35,2010,0,0.36000000000000004,0.97
5281,momotarou dentetsu 12,ps2,2003,misc,hudson soft,0.0,0.0,0.35,0.0,0.35,2000,0,0.35,1.0
5282,mini ninjas,ps3,2009,action,eidos interactive,0.14,0.16,0.0,0.06,0.35,2000,0,0.36000000000000004,0.97
5283,tekken tag tournament 2,x360,2012,fighting,namco bandai games,0.19,0.12,0.01,0.03,0.35,2010,1,0.35,1.0
5284,batman rise of sin tzu,ps2,2003,action,ubisoft,0.17,0.13,0.0,0.05,0.35,2000,0,0.35000000000000003,1.0
5285,disneys tarzan return to the jungle,gba,2002,action,activision,0.25,0.09,0.0,0.01,0.35,2000,0,0.35,1.0
5286,cabelas dangerous hunts,xb,2003,sports,zoo digital publishing,0.26,0.08,0.0,0.01,0.35,2000,0,0.35000000000000003,1.0
5287,terminator salvation,x360,2009,shooter,warner bros interactive entertainment,0.13,0.18,0.0,0.04,0.35,2000,0,0.35,1.0
5288,jikkyou powerful pro yakyuu 13,ps2,2006,sports,konami digital entertainment,0.0,0.0,0.35,0.0,0.35,2000,0,0.35,1.0
5289,fossil fighters frontier,3ds,2014,roleplaying,nintendo,0.08,0.04,0.23,0.01,0.35,2010,0,0.36,0.97
5290,star fox zero,wiiu,2016,shooter,nintendo,0.16,0.1,0.07,0.03,0.35,2010,0,0.36,0.97
5291,mega man x3,snes,1995,action,laguna,0.04,0.01,0.3,0.0,0.35,1990,0,0.35,1.0
5292,mini ninjas,ds,2009,action,eidos interactive,0.17,0.15,0.0,0.04,0.35,2000,0,0.36,0.97
5293,stunt race fx,snes,1993,racing,nintendo,0.0,0.0,0.35,0.0,0.35,1990,0,0.35,1.0
5294,bloody roar 3,ps2,2001,fighting,virgin interactive,0.15,0.11,0.05,0.04,0.35,2000,1,0.35,1.0
5295,wwe crush hour,ps2,2003,racing,thq,0.17,0.13,0.0,0.04,0.35,2000,0,0.34,1.03
5296,persona 2 eternal punishment,ps,2000,roleplaying,atlus,0.03,0.02,0.28,0.02,0.35,2000,1,0.35000000000000003,1.0
5297,star wars flight of the falcon,gba,2003,action,thq,0.25,0.09,0.0,0.01,0.35,2000,0,0.35,1.0
5298,one piece gigant battle 2 shin sekai,ds,2011,fighting,namco bandai games,0.0,0.0,0.35,0.0,0.35,2010,1,0.35,1.0
5299,pacman allstars,ps3,2011,fighting,namco bandai games,0.2,0.08,0.04,0.04,0.35,2010,0,0.36,0.97
5300,def jam rapstar,wii,2010,misc,konami digital entertainment,0.31,0.02,0.0,0.02,0.35,2010,0,0.35000000000000003,1.0
5301,simcity creator,ds,2008,simulation,electronic arts,0.3,0.03,0.0,0.03,0.35,2000,0,0.36,0.97
5302,hannah montana the movie,wii,2009,adventure,disney interactive studios,0.13,0.18,0.0,0.04,0.35,2000,0,0.35,1.0
5303,angry birds star wars,wii,2013,strategy,activision,0.21,0.1,0.0,0.03,0.35,2010,0,0.33999999999999997,1.03
5305,mega man zx advent,ds,2007,platform,capcom,0.23,0.0,0.09,0.02,0.35,2000,0,0.34,1.03
5306,jikkyou powerful pro yakyuu 2000,n64,2000,sports,konami digital entertainment,0.0,0.0,0.29,0.06,0.35,2000,0,0.35,1.0
5307,sniper ghost warrior 2,ps3,2013,shooter,city interactive,0.05,0.19,0.03,0.07,0.35,2010,1,0.34,1.03
5308,racquet sports,ps3,2010,sports,ubisoft,0.11,0.17,0.0,0.06,0.35,2010,0,0.34,1.03
5309,harry potter and the deathly hallows  part 2,wii,2011,action,electronic arts,0.18,0.14,0.0,0.03,0.35,2010,1,0.35,1.0
5310,supreme commander 2,x360,2010,strategy,square enix,0.23,0.1,0.0,0.03,0.35,2010,1,0.36,0.97
5311,resident evil dead aim,ps2,2003,action,capcom,0.17,0.13,0.0,0.04,0.35,2000,0,0.34,1.03
5312,need for speed carbon,gc,2006,racing,electronic arts,0.27,0.07,0.0,0.01,0.35,2000,0,0.35000000000000003,1.0
5313,the adventures of jimmy neutron boy genius jet fusion,gba,2003,action,thq,0.25,0.09,0.0,0.01,0.35,2000,0,0.35,1.0
5314,spongebob squarepants the yellow avenger,ds,2005,action,thq,0.32,0.0,0.0,0.02,0.35,2000,0,0.34,1.03
5315,the fairly odd parents shadow showdown,ps2,2004,platform,thq,0.17,0.13,0.0,0.04,0.35,2000,0,0.34,1.03
5316,sabans power rangers lightspeed rescue,ps,2000,action,thq,0.19,0.13,0.0,0.02,0.35,2000,0,0.34,1.03
5317,xbox music mixer,xb,2003,misc,microsoft game studios,0.26,0.08,0.0,0.01,0.35,2000,0,0.35000000000000003,1.0
5318,wwe all stars,x360,2011,fighting,thq,0.18,0.14,0.0,0.03,0.35,2010,0,0.35,1.0
5319,the shoot,ps3,2010,shooter,sony computer entertainment,0.13,0.16,0.01,0.06,0.35,2010,0,0.36000000000000004,0.97
5320,college hoops 2k8,ps2,2007,sports,taketwo interactive,0.17,0.13,0.0,0.04,0.35,2000,0,0.34,1.03
5321,guitar hero metallica,ps2,2009,misc,activision,0.17,0.13,0.0,0.04,0.35,2000,0,0.34,1.03
5322,guilty gear x2,ps2,2002,fighting,sammy corporation,0.09,0.07,0.16,0.02,0.35,2000,0,0.34,1.03
5323,motogp 08,x360,2008,racing,capcom,0.11,0.2,0.0,0.04,0.35,2000,0,0.35,1.0
5324,yugioh 5ds tag force 5,psp,2010,strategy,konami digital entertainment,0.13,0.05,0.14,0.03,0.35,2010,1,0.35,1.0
5325,enemy territory quake wars,ps3,2008,shooter,activision,0.23,0.07,0.0,0.04,0.35,2000,0,0.34,1.03
5326,tom clancys rainbow six lockdown,ps2,2005,shooter,ubisoft,0.17,0.13,0.0,0.04,0.35,2000,0,0.34,1.03
5327,from tv animation one piece tobidase kaizokudan,ps,2001,roleplaying,namco bandai games,0.0,0.0,0.32,0.02,0.35,2000,0,0.34,1.03
5328,the tale of despereaux,ps2,2008,platform,brash entertainment,0.17,0.13,0.0,0.04,0.35,2000,0,0.34,1.03
5329,aggressive inline,ps2,2002,sports,acclaim entertainment,0.17,0.13,0.0,0.04,0.35,2000,0,0.34,1.03
5330,karaoke revolution,ps2,2003,misc,konami digital entertainment,0.17,0.13,0.0,0.04,0.35,2000,0,0.34,1.03
5331,nfl street,gc,2004,sports,electronic arts,0.27,0.07,0.0,0.01,0.35,2000,0,0.35000000000000003,1.0
5332,hello kitty daily,ds,2008,misc,nobilis,0.32,0.0,0.0,0.03,0.35,2000,0,0.35,1.0
5333,metal arms glitch in the system,ps2,2003,shooter,vivendi games,0.17,0.13,0.0,0.04,0.35,2000,0,0.34,1.03
5334,farming simulator 2015,ps4,2015,simulation,koch media,0.1,0.2,0.0,0.05,0.35,2010,0,0.35000000000000003,1.0
5335,jikkyou powerful pro yakyuu 7,ps2,2000,sports,konami digital entertainment,0.0,0.0,0.35,0.0,0.35,2000,1,0.35,1.0
5336,rally cross 2,ps,1998,racing,989 studios,0.19,0.13,0.0,0.02,0.35,1990,1,0.34,1.03
5337,evergrace,ps2,2000,roleplaying,ubisoft,0.1,0.08,0.15,0.03,0.35,2000,0,0.36,0.97
5338,def jam icon,x360,2007,action,electronic arts,0.3,0.01,0.0,0.03,0.35,2000,0,0.33999999999999997,1.03
5339,lunar 2 eternal blue complete,ps,1999,roleplaying,kadokawa shoten,0.19,0.13,0.0,0.02,0.35,1990,1,0.34,1.03
5340,street fighter alpha warriors dreams,sat,1996,fighting,capcom,0.0,0.0,0.35,0.0,0.35,1990,0,0.35,1.0
5341,rugrats royal ransom,ps2,2002,platform,thq,0.17,0.13,0.0,0.04,0.35,2000,0,0.34,1.03
5342,disney fairies tinker bell and the great fairy rescue,ds,2010,adventure,disney interactive studios,0.18,0.14,0.0,0.03,0.35,2010,0,0.35,1.0
5343,mlb 06 the show,psp,2006,sports,sony computer entertainment,0.32,0.0,0.0,0.03,0.35,2000,0,0.35,1.0
5344,f1 race stars,ps3,2012,racing,codemasters,0.06,0.21,0.0,0.08,0.35,2010,0,0.35000000000000003,1.0
5345,over the hedge,gc,2006,platform,activision,0.27,0.07,0.0,0.01,0.35,2000,0,0.35000000000000003,1.0
5346,naruto shippuden ultimate ninja impact,psp,2011,fighting,namco bandai games,0.09,0.07,0.15,0.04,0.35,2010,0,0.35,1.0
5347,just dance 2016,ps4,2015,misc,ubisoft,0.16,0.13,0.0,0.06,0.35,2010,0,0.35000000000000003,1.0
5348,charlie and the chocolate factory,ps2,2005,adventure,global star,0.17,0.13,0.0,0.04,0.35,2000,0,0.34,1.03
5349,pirates of the caribbean at worlds end,ds,2007,action,disney interactive studios,0.3,0.01,0.01,0.03,0.35,2000,0,0.35,1.0
5350,uefa euro 2008 austriaswitzerland,x360,2008,sports,electronic arts,0.08,0.23,0.0,0.03,0.35,2000,0,0.33999999999999997,1.03
5351,kurushi final mental blocks,ps,1998,puzzle,sony computer entertainment,0.0,0.0,0.32,0.02,0.34,1990,0,0.34,1.0
5352,style lab jewelry design,ds,2009,simulation,ubisoft,0.32,0.0,0.0,0.02,0.34,2000,0,0.34,1.0
5353,risk  battleship  clue,gba,2005,misc,zoo digital publishing,0.25,0.09,0.0,0.01,0.34,2000,0,0.35,0.97
5354,sd gundam g generation world,psp,2011,strategy,namco bandai games,0.0,0.0,0.34,0.0,0.34,2010,0,0.34,1.0
5355,lego pirates of the caribbean the video game,psp,2011,action,disney interactive studios,0.11,0.15,0.0,0.08,0.34,2010,0,0.34,1.0
5356,the wild thornberrys movie,gba,2002,platform,thq,0.25,0.09,0.0,0.01,0.34,2000,0,0.35,0.97
5357,high school musical 3 senior year dance,ps2,2008,misc,disney interactive studios,0.17,0.13,0.0,0.04,0.34,2000,1,0.34,1.0
5358,dynasty warriors 5 empires,ps2,2006,action,tecmo koei,0.11,0.09,0.12,0.03,0.34,2000,1,0.35,0.97
5359,soulcalibur,dc,1999,fighting,namco bandai games,0.0,0.0,0.34,0.0,0.34,1990,0,0.34,1.0
5360,wipeout 3,ps,1999,racing,psygnosis,0.19,0.13,0.0,0.02,0.34,1990,1,0.34,1.0
5361,etrian odyssey,ds,2007,roleplaying,nintendo,0.2,0.03,0.09,0.02,0.34,2000,0,0.34,1.0
5362,conan,ps3,2007,action,thq,0.13,0.15,0.0,0.06,0.34,2000,0,0.34,1.0
5363,classic nes series ice climber,gba,2004,platform,nintendo,0.1,0.04,0.2,0.01,0.34,2000,0,0.35000000000000003,0.97
5364,skylanders trap team,xone,2014,action,activision,0.25,0.07,0.0,0.03,0.34,2010,0,0.35,0.97
5365,avatar the last airbender  the burning earth,ds,2007,action,thq,0.31,0.0,0.0,0.03,0.34,2000,0,0.33999999999999997,1.0
5366,fear,x360,2006,shooter,vivendi games,0.28,0.03,0.0,0.03,0.34,2000,0,0.3400000000000001,1.0
5367,tenchu z,x360,2006,action,microsoft game studios,0.27,0.02,0.02,0.03,0.34,2000,0,0.3400000000000001,1.0
5368,freeway,2600,1980,action,activision,0.32,0.02,0.0,0.0,0.34,1980,0,0.34,1.0
5369,driver 2 advance,gba,2002,action,atari,0.25,0.09,0.0,0.01,0.34,2000,1,0.35,0.97
5370,monster rancher 4,ps2,2003,simulation,tecmo koei,0.08,0.06,0.19,0.02,0.34,2000,1,0.35000000000000003,0.97
5371,iron man 2,ds,2010,action,sega,0.15,0.16,0.0,0.03,0.34,2010,1,0.33999999999999997,1.0
5372,chicken riot,wii,2010,action,city interactive,0.15,0.16,0.0,0.03,0.34,2010,0,0.33999999999999997,1.0
5373,tim burtons the nightmare before christmas oogies revenge,ps2,2004,adventure,disney interactive studios,0.17,0.13,0.0,0.04,0.34,2000,0,0.34,1.0
5374,iron storm,sat,1995,shooter,sega,0.0,0.0,0.34,0.0,0.34,1990,0,0.34,1.0
5375,harry potter and the deathly hallows  part 2,x360,2011,action,electronic arts,0.19,0.12,0.0,0.03,0.34,2010,1,0.33999999999999997,1.0
5376,motorstorm arctic edge,ps2,2009,racing,sony computer entertainment,0.07,0.03,0.0,0.25,0.34,2000,0,0.35,0.97
5377,the fairly odd parents shadow showdown,gba,2004,platform,thq,0.25,0.09,0.0,0.01,0.34,2000,0,0.35,0.97
5378,radiant historia,ds,2010,roleplaying,atlus,0.24,0.0,0.09,0.02,0.34,2010,0,0.35,0.97
5379,marvel super heroes,ps,1997,fighting,virgin interactive,0.19,0.13,0.0,0.02,0.34,1990,0,0.34,1.0
5380,super bustamove,ps2,2000,puzzle,acclaim entertainment,0.17,0.13,0.0,0.04,0.34,2000,0,0.34,1.0
5381,hitman contracts,xb,2004,shooter,eidos interactive,0.26,0.07,0.0,0.01,0.34,2000,0,0.34,1.0
5382,thunderstrike operation phoenix,ps2,2001,simulation,eidos interactive,0.17,0.13,0.0,0.04,0.34,2000,0,0.34,1.0
